"CellCode";"EofOrigin.x";"NofOrigin.x";"final_capacity";"area_covered";"total_indicators"
"10kmE509N400";5090000;4000000;0.626666666666666;0.034790817;8
"10kmE509N401";5090000;4010000;0.626666666666666;0.083739527;16
"10kmE509N402";5090000;4020000;0.74;0.112132542;6
"10kmE509N406";5090000;4060000;0.585;0.00968446;6
"10kmE509N407";5090000;4070000;0.585;0.024314265;6
"10kmE509N408";5090000;4080000;0.53375;0.174041445;18
"10kmE509N409";5090000;4090000;0.53375;0.82551081;18
"10kmE509N410";5090000;4100000;0.6375;0.496434959;6
"10kmE509N411";5090000;4110000;0.6375;0.074097444;3
"10kmE509N412";5090000;4120000;0.13;0.075323687;2
"10kmE509N415";5090000;4150000;0.18;0.524402;6
"10kmE509N416";5090000;4160000;0.18;0.362194066;6
"10kmE509N417";5090000;4170000;0.18;0.090360524;6
"10kmE510N388";5100000;3880000;0.47;0.756191583;4
"10kmE510N392";5100000;3920000;0.545;0.420522074;6
"10kmE510N393";5100000;3930000;0.545;0.690801697;4
"10kmE510N394";5100000;3940000;0.545;1;4
"10kmE510N395";5100000;3950000;0.545;1;4
"10kmE510N396";5100000;3960000;0.545;1;4
"10kmE510N397";5100000;3970000;0.545;1;2
"10kmE510N398";5100000;3980000;0.545;1;2
"10kmE510N399";5100000;3990000;0.545;0.984874278;2
"10kmE510N400";5100000;4000000;0.69125;0.79620777;5
"10kmE510N401";5100000;4010000;0.69125;0.540461867;20
"10kmE510N402";5100000;4020000;0.74;0.089623502;9
"10kmE510N403";5100000;4030000;0.74;0.017131034;6
"10kmE510N404";5100000;4040000;0.74;0.017683836;3
"10kmE510N409";5100000;4090000;0.6375;0.526559663;6
"10kmE510N410";5100000;4100000;0.6375;0.892645033;6
"10kmE510N411";5100000;4110000;0.6375;0.515323414;3
"10kmE510N412";5100000;4120000;0.6375;0.161221242;6
"10kmE510N413";5100000;4130000;0.6375;0.203798869;6
"10kmE510N415";5100000;4150000;0.13;0.93190086;4
"10kmE510N416";5100000;4160000;0.18;0.772833532;6
"10kmE510N417";5100000;4170000;0.18;0.621502275;6
"10kmE510N418";5100000;4180000;0.18;0.239028171;6
"10kmE511N386";5110000;3860000;0.47;0.101593611;3
"10kmE511N387";5110000;3870000;0.47;0.42955002;4
"10kmE511N392";5110000;3920000;0.545;0.810632812;8
"10kmE511N393";5110000;3930000;0.545;0.999607144;2
"10kmE511N394";5110000;3940000;0.545;1;4
"10kmE511N395";5110000;3950000;0.545;1;4
"10kmE511N396";5110000;3960000;0.545;1;2
"10kmE511N397";5110000;3970000;0.545;1;4
"10kmE511N398";5110000;3980000;0.545;1;2
"10kmE511N399";5110000;3990000;0.545;0.987206992;4
"10kmE511N400";5110000;4000000;0.69125;0.916934994;10
"10kmE511N401";5110000;4010000;0.69125;0.09689874;5
"10kmE511N410";5110000;4100000;0.6375;0.221846872;9
"10kmE511N411";5110000;4110000;0.6375;0.687146892;6
"10kmE511N412";5110000;4120000;0.6375;0.088657792;3
"10kmE511N413";5110000;4130000;0.6375;0.587026302;6
"10kmE511N414";5110000;4140000;0.13;0.858281361;4
"10kmE511N416";5110000;4160000;0.18;0.793216373;6
"10kmE511N417";5110000;4170000;0.18;0.674707863;6
"10kmE511N418";5110000;4180000;0.18;0.326332412;6
"10kmE511N419";5110000;4190000;0.18;0.036143942;3
"10kmE512N390";5120000;3900000;0.545;1;8
"10kmE512N391";5120000;3910000;0.545;1;8
"10kmE512N392";5120000;3920000;0.545;1;2
"10kmE512N393";5120000;3930000;0.545;1;2
"10kmE512N394";5120000;3940000;0.545;1;4
"10kmE512N395";5120000;3950000;0.545;1;4
"10kmE512N396";5120000;3960000;0.545;1;2
"10kmE512N397";5120000;3970000;0.545;1;4
"10kmE512N398";5120000;3980000;0.545;0.831223171;2
"10kmE512N399";5120000;3990000;0.545;0.435711767;4
"10kmE512N410";5120000;4100000;0.6375;0.015521878;9
"10kmE512N411";5120000;4110000;0.6375;0.840458185;9
"10kmE512N412";5120000;4120000;0.6375;0.687634435;6
"10kmE512N413";5120000;4130000;0.6375;0.19343887;3
"10kmE512N414";5120000;4140000;0.6375;0.035384119;6
"10kmE512N416";5120000;4160000;0.34;0.790621943;12
"10kmE512N417";5120000;4170000;0.34;0.454004781;12
"10kmE512N418";5120000;4180000;0.331428571428571;0.120810007;14
"10kmE513N394";5130000;3940000;0.545;1;4
"10kmE513N395";5130000;3950000;0.545;1;4
"10kmE513N396";5130000;3960000;0.545;0.976719718;4
"10kmE513N397";5130000;3970000;0.545;0.616345867;4
"10kmE513N398";5130000;3980000;0.545;0.663898414;2
"10kmE513N399";5130000;3990000;0.545;0.179002267;2
"10kmE513N411";5130000;4110000;0.6375;0.803552109;3
"10kmE513N412";5130000;4120000;0.6375;0.802751114;6
"10kmE513N413";5130000;4130000;0.6375;0.83000452;9
"10kmE513N414";5130000;4140000;0.6375;0.653279859;9
"10kmE513N417";5130000;4170000;0.34;0.85031076;12
"10kmE513N418";5130000;4180000;0.331428571428571;0.785174896;14
"10kmE513N419";5130000;4190000;0.331428571428571;0.351641889;14
"10kmE513N420";5130000;4200000;0.445;0.113052913;4
"10kmE514N394";5140000;3940000;0.545;1;4
"10kmE514N395";5140000;3950000;0.545;1;4
"10kmE514N396";5140000;3960000;0.545;0.696816865;4
"10kmE514N397";5140000;3970000;0.545;0.118297105;2
"10kmE514N398";5140000;3980000;0.625;0.278667428;10
"10kmE514N399";5140000;3990000;0.625;0.000309956;5
"10kmE514N412";5140000;4120000;0.6375;0.50559087;9
"10kmE514N413";5140000;4130000;0.6375;0.728753633;12
"10kmE514N414";5140000;4140000;0.6375;0.410586934;6
"10kmE514N418";5140000;4180000;0.375;0.981392896;6
"10kmE514N419";5140000;4190000;0.375;0.915220538;6
"10kmE514N420";5140000;4200000;0.445;0.411167038;8
"10kmE515N394";5150000;3940000;0.545;0.999999999;8
"10kmE515N395";5150000;3950000;0.545;1;6
"10kmE515N396";5150000;3960000;0.545;1;4
"10kmE515N397";5150000;3970000;0.545;0.617357006;2
"10kmE515N398";5150000;3980000;0.625;0.247787839;5
"10kmE515N399";5150000;3990000;0.625;0.216359531;5
"10kmE515N400";5150000;4000000;0.6625;0.192698578;6
"10kmE515N412";5150000;4120000;0.6375;0.265979111;9
"10kmE515N413";5150000;4130000;0.6375;0.620733896;12
"10kmE515N414";5150000;4140000;0.6375;0.370652002;9
"10kmE515N415";5150000;4150000;0.6375;0.117473768;6
"10kmE515N419";5150000;4190000;0.375;0.816867709;6
"10kmE515N420";5150000;4200000;0.445;0.492962506;12
"10kmE515N421";5150000;4210000;0.445;0.154250702;12
"10kmE516N388";5160000;3880000;0.47;1;1
"10kmE516N392";5160000;3920000;0.47;0.998275364;4
"10kmE516N393";5160000;3930000;0.47;0.863287571;2
"10kmE516N394";5160000;3940000;0.5075;0.847288951;6
"10kmE516N395";5160000;3950000;0.5075;0.98024143;9
"10kmE516N396";5160000;3960000;0.545;0.98441468;6
"10kmE516N397";5160000;3970000;0.545;0.982091317;4
"10kmE516N398";5160000;3980000;0.625;0.964435848;10
"10kmE516N399";5160000;3990000;0.625;0.764461206;10
"10kmE516N400";5160000;4000000;0.6625;0.446292379;6
"10kmE516N413";5160000;4130000;0.6375;0.481811144;12
"10kmE516N414";5160000;4140000;0.6375;0.686709442;9
"10kmE516N415";5160000;4150000;0.6375;0.122396359;6
"10kmE516N416";5160000;4160000;0.6375;0.155515674;6
"10kmE516N419";5160000;4190000;0.375;0.847121342;6
"10kmE516N420";5160000;4200000;0.445;0.836709405;12
"10kmE516N421";5160000;4210000;0.445;0.467121192;8
"10kmE516N422";5160000;4220000;0.445;0.071631322;4
"10kmE517N388";5170000;3880000;0.47;0.999999999;3
"10kmE517N389";5170000;3890000;0.47;0.980635605;2
"10kmE517N390";5170000;3900000;0.47;0.88330009;3
"10kmE517N391";5170000;3910000;0.47;0.826090469;3
"10kmE517N392";5170000;3920000;0.47;0.844268174;2
"10kmE517N393";5170000;3930000;0.47;0.340187269;2
"10kmE517N413";5170000;4130000;0.6375;0.45958372;12
"10kmE517N414";5170000;4140000;0.6375;0.784871924;12
"10kmE517N415";5170000;4150000;0.6375;0.025659198;6
"10kmE517N417";5170000;4170000;0.6375;0.421685976;6
"10kmE517N419";5170000;4190000;0.375;0.741564947;4
"10kmE517N420";5170000;4200000;0.445;0.914584023;8
"10kmE517N421";5170000;4210000;0.445;0.411345128;8
"10kmE517N422";5170000;4220000;0.445;0.173556951;8
"10kmE517N423";5170000;4230000;0.445;0.039409957;4
"10kmE518N388";5180000;3880000;0.47;0.634476909;3
"10kmE518N389";5180000;3890000;0.47;0.579591513;2
"10kmE518N413";5180000;4130000;0.6375;0.059605434;9
"10kmE518N414";5180000;4140000;0.6375;0.874945655;12
"10kmE518N415";5180000;4150000;0.6375;0.605358414;6
"10kmE518N417";5180000;4170000;0.73125;4.02e-08;6
"10kmE518N419";5180000;4190000;0.375;0.995856128;4
"10kmE518N420";5180000;4200000;0.445;0.982905391;8
"10kmE518N421";5180000;4210000;0.445;0.858785983;8
"10kmE518N422";5180000;4220000;0.445;0.162296975;8
"10kmE518N423";5180000;4230000;0.445;0.110619619;4
"10kmE519N413";5190000;4130000;0.6375;0.284373792;3
"10kmE519N414";5190000;4140000;0.6375;0.93899396;12
"10kmE519N415";5190000;4150000;0.6375;0.661494065;6
"10kmE519N416";5190000;4160000;0.73125;0.393295801;12
"10kmE519N420";5190000;4200000;0.445;0.995316124;8
"10kmE519N421";5190000;4210000;0.445;0.883871825;8
"10kmE519N422";5190000;4220000;0.445;0.277352169;8
"10kmE519N423";5190000;4230000;0.445;0.087635098;4
"10kmE519N424";5190000;4240000;0.515;0.014980365;2
"10kmE520N415";5200000;4150000;0.73125;0.183541695;18
"10kmE520N416";5200000;4160000;0.825;0.297009719;6
"10kmE520N420";5200000;4200000;0.375;1;4
"10kmE520N421";5200000;4210000;0.375;0.92016106;6
"10kmE520N422";5200000;4220000;0.445;0.671730545;8
"10kmE520N423";5200000;4230000;0.445;0.234805563;4
"10kmE520N424";5200000;4240000;0.445;0.254670262;4
"10kmE521N415";5210000;4150000;0.73125;0.337059945;18
"10kmE521N416";5210000;4160000;0.825;0.802027637;9
"10kmE521N417";5210000;4170000;0.825;0.308755983;6
"10kmE521N421";5210000;4210000;0.375;0.999248297;4
"10kmE521N422";5210000;4220000;0.445;0.989823705;12
"10kmE521N423";5210000;4230000;0.445;0.779620346;12
"10kmE521N424";5210000;4240000;0.445;0.402281608;12
"10kmE522N415";5220000;4150000;0.825;0.137826872;3
"10kmE522N416";5220000;4160000;0.825;0.873615318;6
"10kmE522N417";5220000;4170000;0.825;0.410992584;6
"10kmE522N418";5220000;4180000;0.825;0.188733156;6
"10kmE522N419";5220000;4190000;0.825;0.405227451;6
"10kmE522N422";5220000;4220000;0.375;0.986187144;6
"10kmE522N423";5220000;4230000;0.375;0.888677277;6
"10kmE522N424";5220000;4240000;0.445;0.501553972;12
"10kmE522N425";5220000;4250000;0.445;0.11276103;8
"10kmE523N415";5230000;4150000;0.825;0.198352585;3
"10kmE523N416";5230000;4160000;0.825;0.994882523;6
"10kmE523N417";5230000;4170000;0.825;0.427368513;6
"10kmE523N418";5230000;4180000;0.825;0.227049957;6
"10kmE523N422";5230000;4220000;0.375;0.991087746;8
"10kmE523N423";5230000;4230000;0.375;0.967479625;8
"10kmE523N424";5230000;4240000;0.445;0.871139592;16
"10kmE523N425";5230000;4250000;0.445;0.468891638;16
"10kmE523N426";5230000;4260000;0.515;0.056381774;4
"10kmE524N415";5240000;4150000;0.825;0.456444155;6
"10kmE524N416";5240000;4160000;0.825;1;9
"10kmE524N417";5240000;4170000;0.825;0.829370608;9
"10kmE524N418";5240000;4180000;0.825;0.022851105;6
"10kmE524N419";5240000;4190000;0.825;0.285564256;9
"10kmE524N422";5240000;4220000;0.375;0.951992775;8
"10kmE524N423";5240000;4230000;0.375;0.983926337;8
"10kmE524N424";5240000;4240000;0.445;0.957085573;16
"10kmE524N425";5240000;4250000;0.445;0.759037767;16
"10kmE524N426";5240000;4260000;0.445;0.100357932;12
"10kmE524N427";5240000;4270000;0.445;0.005031195;4
"10kmE525N415";5250000;4150000;0.825;0.219361569;3
"10kmE525N416";5250000;4160000;0.825;0.929392503;6
"10kmE525N417";5250000;4170000;0.825;0.851158353;9
"10kmE525N418";5250000;4180000;0.825;0.175082813;6
"10kmE525N423";5250000;4230000;0.375;0.925305027;6
"10kmE525N424";5250000;4240000;0.445;0.880857545;12
"10kmE525N425";5250000;4250000;0.445;0.740476356;16
"10kmE525N426";5250000;4260000;0.445;0.538983589;16
"10kmE525N427";5250000;4270000;0.445;0.270161492;4
"10kmE526N415";5260000;4150000;0.825;0.132050673;3
"10kmE526N416";5260000;4160000;0.825;0.986169528;6
"10kmE526N417";5260000;4170000;0.825;0.728569562;9
"10kmE526N423";5260000;4230000;0.375;0.952776294;6
"10kmE526N424";5260000;4240000;0.375;0.849512747;6
"10kmE526N425";5260000;4250000;0.375;0.963788155;8
"10kmE526N426";5260000;4260000;0.445;0.719698002;12
"10kmE526N427";5260000;4270000;0.445;0.490454552;4
"10kmE527N415";5270000;4150000;0.825;0.611541776;3
"10kmE527N416";5270000;4160000;0.825;1;6
"10kmE527N417";5270000;4170000;0.825;0.634815391;12
"10kmE527N424";5270000;4240000;0.375;0.96879867;8
"10kmE527N425";5270000;4250000;0.375;0.774193649;6
"10kmE527N426";5270000;4260000;0.445;0.728412742;12
"10kmE527N427";5270000;4270000;0.445;0.270701912;8
"10kmE528N415";5280000;4150000;0.825;0.589255048;3
"10kmE528N425";5280000;4250000;0.375;0.920722372;8
"10kmE528N426";5280000;4260000;0.445;0.908273411;16
"10kmE528N427";5280000;4270000;0.445;0.43951845;16
"10kmE528N428";5280000;4280000;0.515;0.01438069;2
"10kmE529N415";5290000;4150000;0.825;0.172875755;3
"10kmE529N428";5290000;4280000;0.515;0.48641263;6
"10kmE530N416";5300000;4160000;0.825;0.884946003;6
"10kmE530N417";5300000;4170000;0.825;1;6
"10kmE531N416";5310000;4160000;0.825;0.890242183;9
"10kmE531N417";5310000;4170000;0.825;1;6
"10kmE532N416";5320000;4160000;0.825;0.927282359;12
"10kmE532N417";5320000;4170000;0.825;1;6
"10kmE533N177";5330000;1770000;0.71;1;2
"10kmE533N416";5330000;4160000;0.825;0.944942667;6
"10kmE533N417";5330000;4170000;0.825;0.95152782;6
"10kmE534N177";5340000;1770000;0.66;1;1
"10kmE540N179";5400000;1790000;0.53;1;1
"10kmE541N179";5410000;1790000;0.53;1;1
"10kmE541N200";5410000;2000000;0.48;1;1
"10kmE547N173";5470000;1730000;0.335;1;2
"10kmE549N173";5490000;1730000;0.335;1;2
"10kmE549N175";5490000;1750000;0.335;1;2
"10kmE549N202";5490000;2020000;0.47;1;1
"10kmE550N174";5500000;1740000;0.3525;1;4
"10kmE550N175";5500000;1750000;0.3525;1;4
"10kmE555N209";5550000;2090000;0.65;1;1
"10kmE562N198";5620000;1980000;0.695;1;2
"10kmE563N198";5630000;1980000;0.695;1;2
"10kmE563N199";5630000;1990000;0.695;1;2
