"CellCode";"EofOrigin.x";"NofOrigin.x";"final_capacity";"area_covered";"total_indicators"
"10kmE264N199";2640000;1990000;0.15;1;2
"10kmE266N183";2660000;1830000;0.15;1;2
"10kmE276N225";2760000;2250000;0.15;1;2
"10kmE276N226";2760000;2260000;0.15;1;2
"10kmE298N344";2980000;3440000;0.21;1;2
"10kmE298N345";2980000;3450000;0.21;1;2
"10kmE299N344";2990000;3440000;0.21;1;2
"10kmE305N241";3050000;2410000;0.63;1;8
"10kmE305N333";3050000;3330000;0.54;1;2
"10kmE306N333";3060000;3330000;0.54;1;2
"10kmE307N240";3070000;2400000;0.63;1;8
"10kmE307N333";3070000;3330000;0.54;1;2
"10kmE309N363";3090000;3630000;0.21;1;2
"10kmE310N334";3100000;3340000;0.375;1;4
"10kmE311N334";3110000;3340000;0.375;1;4
"10kmE315N236";3150000;2360000;0.5925;1;8
"10kmE315N335";3150000;3350000;0.375;1;4
"10kmE316N335";3160000;3350000;0.375;1;4
"10kmE317N335";3170000;3350000;0.375;1;4
"10kmE321N313";3210000;3130000;0.54;1;2
"10kmE322N313";3220000;3130000;0.54;1;2
"10kmE323N287";3230000;2870000;0.325;1;4
"10kmE323N289";3230000;2890000;0.5;1;2
"10kmE323N309";3230000;3090000;0.54;1;2
"10kmE324N387";3240000;3870000;0.21;1;2
"10kmE325N387";3250000;3870000;0.21;1;2
"10kmE326N315";3260000;3150000;0.54;1;2
"10kmE326N389";3260000;3890000;0.21;1;2
"10kmE326N390";3260000;3900000;0.21;1;2
"10kmE326N391";3260000;3910000;0.21;1;2
"10kmE327N234";3270000;2340000;0.63;1;8
"10kmE327N328";3270000;3280000;0.54;1;2
"10kmE327N391";3270000;3910000;0.21;1;2
"10kmE327N393";3270000;3930000;0.21;1;2
"10kmE327N394";3270000;3940000;0.21;1;2
"10kmE327N395";3270000;3950000;0.21;1;2
"10kmE327N396";3270000;3960000;0.21;1;2
"10kmE327N397";3270000;3970000;0.21;1;2
"10kmE328N392";3280000;3920000;0.21;1;2
"10kmE328N393";3280000;3930000;0.21;1;2
"10kmE328N394";3280000;3940000;0.21;1;2
"10kmE328N395";3280000;3950000;0.21;1;2
"10kmE328N396";3280000;3960000;0.21;1;2
"10kmE328N397";3280000;3970000;0.21;1;2
"10kmE329N316";3290000;3160000;0.54;1;2
"10kmE329N375";3290000;3750000;0.21;1;2
"10kmE329N394";3290000;3940000;0.21;1;2
"10kmE329N395";3290000;3950000;0.21;1;2
"10kmE329N397";3290000;3970000;0.21;1;2
"10kmE329N398";3290000;3980000;0.21;1;2
"10kmE329N402";3290000;4020000;0.21;1;2
"10kmE329N403";3290000;4030000;0.21;1;2
"10kmE330N283";3300000;2830000;0.15;1;2
"10kmE330N318";3300000;3180000;0.54;1;2
"10kmE330N375";3300000;3750000;0.21;1;2
"10kmE330N376";3300000;3760000;0.21;1;2
"10kmE330N384";3300000;3840000;0.21;1;2
"10kmE330N385";3300000;3850000;0.21;1;2
"10kmE330N398";3300000;3980000;0.21;1;2
"10kmE330N399";3300000;3990000;0.21;1;2
"10kmE330N403";3300000;4030000;0.21;1;2
"10kmE331N380";3310000;3800000;0.21;1;2
"10kmE331N388";3310000;3880000;0.21;1;2
"10kmE331N398";3310000;3980000;0.21;1;2
"10kmE331N399";3310000;3990000;0.21;1;2
"10kmE331N400";3310000;4000000;0.21;1;2
"10kmE332N232";3320000;2320000;0.63;1;8
"10kmE332N277";3320000;2770000;0.15;1;2
"10kmE332N278";3320000;2780000;0.15;1;2
"10kmE332N279";3320000;2790000;0.15;1;2
"10kmE332N280";3320000;2800000;0.15;1;2
"10kmE332N398";3320000;3980000;0.21;1;2
"10kmE332N399";3320000;3990000;0.21;1;2
"10kmE332N401";3320000;4010000;0.21;1;2
"10kmE333N310";3330000;3100000;0.5;1;2
"10kmE333N311";3330000;3110000;0.5;1;2
"10kmE333N321";3330000;3210000;0.54;1;2
"10kmE333N369";3330000;3690000;0.21;1;2
"10kmE333N382";3330000;3820000;0.21;1;2
"10kmE334N310";3340000;3100000;0.5;1;2
"10kmE334N340";3340000;3400000;0.21;1;2
"10kmE334N380";3340000;3800000;0.21;1;2
"10kmE335N346";3350000;3460000;0.21;1;2
"10kmE335N403";3350000;4030000;0.21;1;2
"10kmE336N275";3360000;2750000;0.15;1;2
"10kmE336N322";3360000;3220000;0.54;1;2
"10kmE336N385";3360000;3850000;0.21;1;2
"10kmE336N403";3360000;4030000;0.21;1;2
"10kmE337N270";3370000;2700000;0.15;1;2
"10kmE337N271";3370000;2710000;0.15;1;2
"10kmE337N272";3370000;2720000;0.15;1;2
"10kmE337N322";3370000;3220000;0.54;1;2
"10kmE338N271";3380000;2710000;0.15;1;2
"10kmE338N272";3380000;2720000;0.15;1;2
"10kmE338N321";3380000;3210000;0.54;1;2
"10kmE338N322";3380000;3220000;0.54;1;2
"10kmE339N321";3390000;3210000;0.54;1;2
"10kmE339N322";3390000;3220000;0.54;1;2
"10kmE340N314";3400000;3140000;0.5;1;2
"10kmE340N322";3400000;3220000;0.54;1;2
"10kmE341N314";3410000;3140000;0.5;1;2
"10kmE341N322";3410000;3220000;0.54;1;2
"10kmE342N264";3420000;2640000;0.15;1;2
"10kmE351N312";3510000;3120000;0.5;1;2
"10kmE352N311";3520000;3110000;0.5;1;2
"10kmE358N407";3580000;4070000;0.36;1;2
"10kmE358N408";3580000;4080000;0.36;1;2
"10kmE359N405";3590000;4050000;0.36;1;2
"10kmE360N406";3600000;4060000;0.36;1;2
"10kmE361N407";3610000;4070000;0.36;1;2
"10kmE364N311";3640000;3110000;0.5;1;2
"10kmE364N312";3640000;3120000;0.5;1;2
"10kmE365N312";3650000;3120000;0.5;1;2
"10kmE366N312";3660000;3120000;0.5;1;2
"10kmE369N416";3690000;4160000;0.36;1;2
"10kmE369N417";3690000;4170000;0.36;1;2
"10kmE395N224";3950000;2240000;0.636666666666667;1;3
"10kmE402N222";4020000;2220000;0.79;1;1
"10kmE405N226";4050000;2260000;0.72;1;1
"10kmE416N177";4160000;1770000;0.75;1;1
"10kmE417N176";4170000;1760000;0.75;1;1
"10kmE420N370";4200000;3700000;0.39;1;1
"10kmE420N371";4200000;3710000;0.39;1;1
"10kmE420N372";4200000;3720000;0.39;1;1
"10kmE420N373";4200000;3730000;0.39;1;1
"10kmE420N374";4200000;3740000;0.39;1;1
"10kmE420N375";4200000;3750000;0.39;1;1
"10kmE421N375";4210000;3750000;0.39;1;1
"10kmE422N371";4220000;3710000;0.39;1;1
"10kmE422N376";4220000;3760000;0.39;1;1
"10kmE422N377";4220000;3770000;0.39;1;1
"10kmE423N377";4230000;3770000;0.39;1;1
"10kmE424N202";4240000;2020000;0.66;1;1
"10kmE424N203";4240000;2030000;0.66;1;1
"10kmE425N202";4250000;2020000;0.66;1;1
"10kmE427N204";4270000;2040000;0.645;1;2
"10kmE427N205";4270000;2050000;0.645;1;2
"10kmE427N221";4270000;2210000;0.68;1;1
"10kmE428N352";4280000;3520000;0.322;0.210435171;15
"10kmE428N354";4280000;3540000;0.223333333333333;0.431378513;9
"10kmE429N352";4290000;3520000;0.322;0.280651396;15
"10kmE429N353";4290000;3530000;0.322;0.055942096;10
"10kmE429N354";4290000;3540000;0.223333333333333;0.354697363;9
"10kmE429N355";4290000;3550000;0.223333333333333;0.349670758;9
"10kmE429N356";4290000;3560000;0.183333333333333;0.517512139;9
"10kmE429N359";4290000;3590000;0.2225;0.0946014;8
"10kmE429N360";4290000;3600000;0.205;0.015900718;2
"10kmE430N351";4300000;3510000;0.463333333333333;0.027296157;3
"10kmE430N352";4300000;3520000;0.395;0.521625885;24
"10kmE430N353";4300000;3530000;0.395;0.345717427;18
"10kmE430N354";4300000;3540000;0.26;0.317934468;6
"10kmE430N355";4300000;3550000;0.26;0.44556803;9
"10kmE430N356";4300000;3560000;0.39;0.635839531;12
"10kmE430N357";4300000;3570000;0.39;0.015214379;12
"10kmE430N358";4300000;3580000;0.243333333333333;0.182226685;9
"10kmE430N359";4300000;3590000;0.243333333333333;0.237342638;9
"10kmE430N360";4300000;3600000;0.22;0.236599876;16
"10kmE430N361";4300000;3610000;0.22;0.092329323;8
"10kmE430N362";4300000;3620000;0.193333333333333;0.14068361;6
"10kmE431N232";4310000;2320000;0.65;1;1
"10kmE431N348";4310000;3480000;0.26;0.480449761;3
"10kmE431N351";4310000;3510000;0.463333333333333;0.09937151;9
"10kmE431N352";4310000;3520000;0.395;0.411940133;24
"10kmE431N353";4310000;3530000;0.395;0.234803144;12
"10kmE431N354";4310000;3540000;0.26;0.193094776;9
"10kmE431N355";4310000;3550000;0.26;0.471628362;9
"10kmE431N356";4310000;3560000;0.39;0.313265099;12
"10kmE431N357";4310000;3570000;0.39;0.015915651;4
"10kmE431N358";4310000;3580000;0.243333333333333;0.154554078;3
"10kmE431N360";4310000;3600000;0.22;0.148439356;12
"10kmE431N361";4310000;3610000;0.22;0.226036687;12
"10kmE431N362";4310000;3620000;0.193333333333333;0.147218698;6
"10kmE431N364";4310000;3640000;0.19;0.102015484;1
"10kmE432N218";4320000;2180000;0.62;1;1
"10kmE432N219";4320000;2190000;0.62;1;1
"10kmE432N348";4320000;3480000;0.5;0.313449684;9
"10kmE432N349";4320000;3490000;0.5;0.581255661;9
"10kmE432N350";4320000;3500000;0.446666666666667;0.317988265;9
"10kmE432N351";4320000;3510000;0.446666666666667;0.449727339;9
"10kmE432N352";4320000;3520000;0.4325;0.339897186;12
"10kmE432N353";4320000;3530000;0.4325;0.097490284;12
"10kmE432N354";4320000;3540000;0.46;0.131615828;9
"10kmE432N355";4320000;3550000;0.46;0.379663596;9
"10kmE432N361";4320000;3610000;0.223333333333333;0.305098785;9
"10kmE432N362";4320000;3620000;0.212;0.280441515;15
"10kmE432N363";4320000;3630000;0.212;0.07355946;15
"10kmE433N347";4330000;3470000;0.47;0.111468374;9
"10kmE433N348";4330000;3480000;0.5;0.233398056;9
"10kmE433N349";4330000;3490000;0.5;0.565061274;6
"10kmE433N350";4330000;3500000;0.446666666666667;0.713245982;9
"10kmE433N351";4330000;3510000;0.446666666666667;0.918368601;12
"10kmE433N352";4330000;3520000;0.4325;0.650322185;12
"10kmE433N353";4330000;3530000;0.4325;0.313744843;12
"10kmE433N354";4330000;3540000;0.46;0.27502062;9
"10kmE433N355";4330000;3550000;0.46;0.169948311;9
"10kmE433N361";4330000;3610000;0.223333333333333;0.330112823;9
"10kmE433N362";4330000;3620000;0.212;0.480654481;10
"10kmE433N366";4330000;3660000;0.41;0.012372105;2
"10kmE433N367";4330000;3670000;0.41;0.028672825;2
"10kmE434N348";4340000;3480000;0.56;0.199366363;3
"10kmE434N349";4340000;3490000;0.56;0.09077827;1
"10kmE434N352";4340000;3520000;0.415;0.538814159;6
"10kmE434N353";4340000;3530000;0.415;0.488401003;6
"10kmE434N354";4340000;3540000;0.59;0.110845393;3
"10kmE434N359";4340000;3590000;0.363333333333333;0.005781158;3
"10kmE434N361";4340000;3610000;0.378;0.429089028;15
"10kmE434N362";4340000;3620000;0.26;0.409127943;3
"10kmE434N363";4340000;3630000;0.26;0.004502575;1
"10kmE434N364";4340000;3640000;0.335;0.140272507;6
"10kmE434N365";4340000;3650000;0.335;0.067341523;6
"10kmE434N366";4340000;3660000;0.3575;0.162536995;8
"10kmE434N367";4340000;3670000;0.3575;0.049880472;12
"10kmE434N368";4340000;3680000;0.3475;0.04088679;12
"10kmE434N384";4340000;3840000;0.3;1;1
"10kmE435N347";4350000;3470000;0.56;0.180719211;2
"10kmE435N348";4350000;3480000;0.56;0.10483841;2
"10kmE435N349";4350000;3490000;0.56;0.010368214;1
"10kmE435N352";4350000;3520000;0.415;0.250626926;8
"10kmE435N354";4350000;3540000;0.59;0.034793419;2
"10kmE435N359";4350000;3590000;0.363333333333333;0.005578157;3
"10kmE435N360";4350000;3600000;0.378;0.002941827;5
"10kmE435N361";4350000;3610000;0.378;0.055760083;15
"10kmE435N362";4350000;3620000;0.26;0.199808767;3
"10kmE435N363";4350000;3630000;0.26;0.115950476;3
"10kmE435N364";4350000;3640000;0.335;0.357465987;6
"10kmE435N365";4350000;3650000;0.335;0.193804831;6
"10kmE435N366";4350000;3660000;0.3575;0.284568883;12
"10kmE435N367";4350000;3670000;0.3575;0.046329785;12
"10kmE435N383";4350000;3830000;0.3;1;1
"10kmE436N346";4360000;3460000;0.483333333333333;0.310568462;9
"10kmE436N347";4360000;3470000;0.483333333333333;0.264825472;9
"10kmE436N350";4360000;3500000;0.48;0.541192378;4
"10kmE436N351";4360000;3510000;0.48;0.369405958;3
"10kmE436N352";4360000;3520000;0.46;0.168667819;4
"10kmE436N359";4360000;3590000;0.375;0.092243164;2
"10kmE436N360";4360000;3600000;0.363333333333333;0.143388821;18
"10kmE436N361";4360000;3610000;0.363333333333333;0.492200228;18
"10kmE436N362";4360000;3620000;0.313333333333333;0.379332182;9
"10kmE436N363";4360000;3630000;0.313333333333333;0.401963472;9
"10kmE436N364";4360000;3640000;0.26;0.217441867;3
"10kmE436N365";4360000;3650000;0.26;0.100876498;2
"10kmE436N366";4360000;3660000;0.37;0.368257449;6
"10kmE436N383";4360000;3830000;0.3;1;1
"10kmE436N384";4360000;3840000;0.3;1;1
"10kmE437N343";4370000;3430000;0.285;0.56014639;8
"10kmE437N344";4370000;3440000;0.225;0.229311531;6
"10kmE437N346";4370000;3460000;0.483333333333333;0.195426366;9
"10kmE437N347";4370000;3470000;0.483333333333333;0.284187604;9
"10kmE437N350";4370000;3500000;0.48;0.475988996;4
"10kmE437N351";4370000;3510000;0.48;0.26799741;3
"10kmE437N352";4370000;3520000;0.46;0.219018891;6
"10kmE437N353";4370000;3530000;0.46;0.28543869;4
"10kmE437N354";4370000;3540000;0.385;5.09e-05;4
"10kmE437N355";4370000;3550000;0.385;0.016848008;12
"10kmE437N356";4370000;3560000;0.405;0.053331278;12
"10kmE437N357";4370000;3570000;0.405;0.231628571;16
"10kmE437N358";4370000;3580000;0.375;0.687143322;8
"10kmE437N359";4370000;3590000;0.375;0.534773427;6
"10kmE437N360";4370000;3600000;0.363333333333333;0.346652192;18
"10kmE437N361";4370000;3610000;0.363333333333333;0.314433997;18
"10kmE437N362";4370000;3620000;0.313333333333333;0.207688674;9
"10kmE437N363";4370000;3630000;0.313333333333333;0.537348663;9
"10kmE437N364";4370000;3640000;0.26;0.162952837;3
"10kmE437N365";4370000;3650000;0.26;0.150455142;4
"10kmE437N366";4370000;3660000;0.37;0.259221627;6
"10kmE438N343";4380000;3430000;0.313333333333333;0.724777416;9
"10kmE438N344";4380000;3440000;0.295;0.642008142;8
"10kmE438N345";4380000;3450000;0.295;0.320753107;6
"10kmE438N347";4380000;3470000;0.496666666666667;0.090105924;6
"10kmE438N349";4380000;3490000;0.536666666666667;0.150874417;12
"10kmE438N353";4380000;3530000;0.565;0.027360374;4
"10kmE438N354";4380000;3540000;0.52;0.283756177;6
"10kmE438N355";4380000;3550000;0.52;0.267440719;6
"10kmE438N356";4380000;3560000;0.503333333333333;0.193215776;9
"10kmE438N357";4380000;3570000;0.503333333333333;0.453424912;9
"10kmE438N358";4380000;3580000;0.393333333333333;0.46962223;12
"10kmE438N359";4380000;3590000;0.393333333333333;0.572898773;6
"10kmE438N360";4380000;3600000;0.36;0.128856577;6
"10kmE438N361";4380000;3610000;0.36;0.007242965;4
"10kmE438N362";4380000;3620000;0.34;0.07958119;6
"10kmE438N363";4380000;3630000;0.34;0.195819119;4
"10kmE438N364";4380000;3640000;0.39;0.128754726;3
"10kmE438N365";4380000;3650000;0.39;0.294575231;3
"10kmE439N343";4390000;3430000;0.313333333333333;0.648530886;9
"10kmE439N344";4390000;3440000;0.295;0.907999629;4
"10kmE439N345";4390000;3450000;0.295;0.398678399;6
"10kmE439N346";4390000;3460000;0.496666666666667;0.132693295;9
"10kmE439N347";4390000;3470000;0.496666666666667;0.017830408;9
"10kmE439N349";4390000;3490000;0.536666666666667;0.542697148;9
"10kmE439N356";4390000;3560000;0.503333333333333;0.083589174;9
"10kmE439N357";4390000;3570000;0.503333333333333;0.15811742;9
"10kmE439N358";4390000;3580000;0.393333333333333;0.002477899;6
"10kmE439N362";4390000;3620000;0.34;0.003566711;2
"10kmE439N363";4390000;3630000;0.34;0.0717967;6
"10kmE439N364";4390000;3640000;0.39;0.098403625;2
"10kmE439N365";4390000;3650000;0.39;0.022089769;2
"10kmE440N343";4400000;3430000;0.47;0.293724867;9
"10kmE440N344";4400000;3440000;0.37;0.699982767;3
"10kmE440N345";4400000;3450000;0.37;0.607030855;2
"10kmE440N346";4400000;3460000;0.505;0.486576599;6
"10kmE440N347";4400000;3470000;0.505;0.124520311;6
"10kmE440N348";4400000;3480000;0.665;0.398900732;6
"10kmE440N349";4400000;3490000;0.665;0.932735206;6
"10kmE440N350";4400000;3500000;0.73;0.145516814;3
"10kmE440N355";4400000;3550000;0.54;0.034664602;2
"10kmE440N356";4400000;3560000;0.393333333333333;0.138918366;9
"10kmE440N363";4400000;3630000;0.39;0.036516041;3
"10kmE440N364";4400000;3640000;0.39;0.105152167;2
"10kmE441N344";4410000;3440000;0.37;0.264083804;3
"10kmE441N345";4410000;3450000;0.37;0.93224765;3
"10kmE441N346";4410000;3460000;0.505;0.936093422;2
"10kmE441N347";4410000;3470000;0.505;0.9413568;4
"10kmE441N348";4410000;3480000;0.665;0.954734146;6
"10kmE441N349";4410000;3490000;0.665;0.620118941;6
"10kmE442N344";4420000;3440000;0.445;0.079042662;6
"10kmE442N345";4420000;3450000;0.445;0.544137901;6
"10kmE442N348";4420000;3480000;0.73;0.999999999;3
"10kmE442N349";4420000;3490000;0.73;0.168817913;2
"10kmE442N387";4420000;3870000;0.7;1;1
"10kmE443N345";4430000;3450000;0.445;0.610758323;6
"10kmE443N348";4430000;3480000;0.73;0.88755976;3
"10kmE443N349";4430000;3490000;0.73;0.003620881;1
"10kmE444N345";4440000;3450000;0.305;0.66424972;6
"10kmE444N348";4440000;3480000;0.615;0.802926186;6
"10kmE445N345";4450000;3450000;0.305;0.19084048;4
"10kmE445N348";4450000;3480000;0.615;0.730560455;6
"10kmE445N349";4450000;3490000;0.615;0.064381757;6
"10kmE445N350";4450000;3500000;0.593333333333333;0.010690603;9
"10kmE446N346";4460000;3460000;0.49;0.064905342;2
"10kmE446N347";4460000;3470000;0.49;0.681328326;3
"10kmE446N352";4460000;3520000;0.5;0.342554119;2
"10kmE446N353";4460000;3530000;0.5;0.06469534;1
"10kmE447N347";4470000;3470000;0.49;0.001085863;2
"10kmE447N352";4470000;3520000;0.5;0.990182282;3
"10kmE447N353";4470000;3530000;0.5;0.735177071;3
"10kmE447N356";4470000;3560000;0.45;0.00170136;2
"10kmE447N357";4470000;3570000;0.45;0.098831263;4
"10kmE447N358";4470000;3580000;0.49;0.018395974;2
"10kmE447N367";4470000;3670000;0.86;1;1
"10kmE448N349";4480000;3490000;0.406666666666667;0.012005869;6
"10kmE448N352";4480000;3520000;0.5;0.653260333;2
"10kmE448N353";4480000;3530000;0.5;0.518063526;3
"10kmE448N354";4480000;3540000;0.455;0.465108242;6
"10kmE448N355";4480000;3550000;0.455;0.534828939;4
"10kmE448N356";4480000;3560000;0.41;0.767894852;3
"10kmE448N357";4480000;3570000;0.41;0.999613192;4
"10kmE448N358";4480000;3580000;0.605;0.403293616;8
"10kmE449N349";4490000;3490000;0.406666666666667;0.158425664;6
"10kmE449N352";4490000;3520000;0.5;0.655175785;1
"10kmE449N353";4490000;3530000;0.5;0.988955014;3
"10kmE449N354";4490000;3540000;0.455;1;6
"10kmE449N355";4490000;3550000;0.455;1;6
"10kmE449N356";4490000;3560000;0.41;1;4
"10kmE449N357";4490000;3570000;0.41;0.597779464;4
"10kmE449N358";4490000;3580000;0.605;0.001104568;2
"10kmE449N369";4490000;3690000;0.86;1;1
"10kmE449N371";4490000;3710000;0.86;1;1
"10kmE449N372";4490000;3720000;0.86;1;1
"10kmE450N349";4500000;3490000;0.41;0.00559644;3
"10kmE450N350";4500000;3500000;0.2;0.055547637;1
"10kmE450N351";4500000;3510000;0.2;0.659942167;3
"10kmE450N358";4500000;3580000;0.72;0.016664202;2
"10kmE451N350";4510000;3500000;0.2;0.241185143;1
"10kmE451N351";4510000;3510000;0.2;0.978508153;2
"10kmE451N358";4510000;3580000;0.72;0.589354466;3
"10kmE452N166";4520000;1660000;0.85;1;1
"10kmE452N350";4520000;3500000;0.38;0.24809824;8
"10kmE452N351";4520000;3510000;0.38;0.986160346;12
"10kmE452N358";4520000;3580000;0.72;0.44258634;2
"10kmE453N351";4530000;3510000;0.38;0.847592628;12
"10kmE453N358";4530000;3580000;0.72;0.350436312;2
"10kmE453N512";4530000;5120000;0.35;1;1
"10kmE454N350";4540000;3500000;0.44;0.42188024;6
"10kmE454N351";4540000;3510000;0.44;0.785554778;6
"10kmE454N358";4540000;3580000;0.72;0.713979988;3
"10kmE454N359";4540000;3590000;0.72;0.00046371;1
"10kmE455N346";4550000;3460000;0.43;0.002569903;2
"10kmE455N347";4550000;3470000;0.43;0.002114473;2
"10kmE455N348";4550000;3480000;0.4325;0.393174195;8
"10kmE455N349";4550000;3490000;0.4325;0.414316695;8
"10kmE455N350";4550000;3500000;0.44;0.808952032;6
"10kmE455N351";4550000;3510000;0.44;1;6
"10kmE455N358";4550000;3580000;0.72;0.998421326;4
"10kmE455N359";4550000;3590000;0.72;0.327130071;3
"10kmE456N347";4560000;3470000;0.39;0.189932461;9
"10kmE456N348";4560000;3480000;0.37;0.87215554;3
"10kmE456N349";4560000;3490000;0.37;0.951466709;3
"10kmE456N350";4560000;3500000;0.37;0.970204033;2
"10kmE456N351";4560000;3510000;0.37;1;2
"10kmE456N358";4560000;3580000;0.72;0.938003543;4
"10kmE456N359";4560000;3590000;0.72;0.281189806;2
"10kmE457N345";4570000;3450000;0.333333333333333;0.321101562;9
"10kmE457N346";4570000;3460000;0.39;0.075772349;9
"10kmE457N347";4570000;3470000;0.39;0.94465278;9
"10kmE457N348";4570000;3480000;0.37;0.999999999;3
"10kmE457N349";4570000;3490000;0.37;1;1
"10kmE457N350";4570000;3500000;0.37;1;2
"10kmE457N351";4570000;3510000;0.37;1.000000001;3
"10kmE457N358";4570000;3580000;0.72;0.899788183;3
"10kmE457N359";4570000;3590000;0.72;0.241759936;2
"10kmE458N344";4580000;3440000;0.34;0.346335178;3
"10kmE458N345";4580000;3450000;0.34;0.987878403;3
"10kmE458N358";4580000;3580000;0.72;0.617380173;3
"10kmE458N362";4580000;3620000;0.72;0.135648162;2
"10kmE458N363";4580000;3630000;0.72;0.227378966;2
"10kmE459N343";4590000;3430000;0.3;0.507462937;2
"10kmE459N344";4590000;3440000;0.34;0.957187951;1
"10kmE459N345";4590000;3450000;0.34;1;2
"10kmE459N358";4590000;3580000;0.72;0.527023511;4
"10kmE459N359";4590000;3590000;0.72;0.694931715;4
"10kmE459N360";4590000;3600000;0.72;0.481275592;3
"10kmE459N361";4590000;3610000;0.72;0.422795902;3
"10kmE459N362";4590000;3620000;0.72;0.703158001;3
"10kmE459N363";4590000;3630000;0.72;0.808788302;3
"10kmE459N364";4590000;3640000;0.72;0.002423888;1
"10kmE459N517";4590000;5170000;0.35;1;1
"10kmE460N343";4600000;3430000;0.3;0.824328208;2
"10kmE460N364";4600000;3640000;0.72;0.321969337;3
"10kmE460N365";4600000;3650000;0.72;0.083024427;2
"10kmE460N366";4600000;3660000;0.733333333333333;0.003290439;6
"10kmE460N517";4600000;5170000;0.36;1;1
"10kmE461N343";4610000;3430000;0.3;0.870744812;2
"10kmE461N364";4610000;3640000;0.72;0.9843762;2
"10kmE461N365";4610000;3650000;0.72;0.968485372;3
"10kmE461N366";4610000;3660000;0.733333333333333;0.25473837;9
"10kmE462N366";4620000;3660000;0.733333333333333;0.819034688;12
"10kmE462N367";4620000;3670000;0.733333333333333;0.757038254;9
"10kmE462N368";4620000;3680000;0.74;0.080861739;4
"10kmE463N366";4630000;3660000;0.733333333333333;1;9
"10kmE463N367";4630000;3670000;0.733333333333333;0.917266039;9
"10kmE463N368";4630000;3680000;0.74;0.183503467;4
"10kmE464N366";4640000;3660000;0.74;1;4
"10kmE464N367";4640000;3670000;0.74;0.873142762;4
"10kmE464N368";4640000;3680000;0.74;0.0419421;2
"10kmE465N366";4650000;3660000;0.74;1;4
"10kmE465N367";4650000;3670000;0.74;0.758318897;6
"10kmE466N366";4660000;3660000;0.74;1;4
"10kmE466N367";4660000;3670000;0.74;0.592197174;6
"10kmE466N368";4660000;3680000;0.74;0.00246402;2
"10kmE467N366";4670000;3660000;0.74;0.97028074;8
"10kmE467N367";4670000;3670000;0.74;0.641415663;4
"10kmE467N368";4670000;3680000;0.74;0.017920351;4
"10kmE468N366";4680000;3660000;0.74;0.913939051;6
"10kmE468N367";4680000;3670000;0.74;0.234585788;4
"10kmE468N396";4680000;3960000;0.62;0.372252127;4
"10kmE469N366";4690000;3660000;0.74;1;4
"10kmE469N367";4690000;3670000;0.74;0.944839636;2
"10kmE469N368";4690000;3680000;0.74;0.433876474;4
"10kmE469N369";4690000;3690000;0.74;0.040575351;4
"10kmE469N370";4690000;3700000;0.76;0.065733562;2
"10kmE469N371";4690000;3710000;0.76;0.240631813;3
"10kmE469N372";4690000;3720000;0.76;0.154179308;1
"10kmE469N394";4690000;3940000;0.42;0.03196612;1
"10kmE469N396";4690000;3960000;0.62;0.502842416;4
"10kmE469N429";4690000;4290000;0.71;0.005086961;2
"10kmE470N365";4700000;3650000;0.76;0.901242559;2
"10kmE470N366";4700000;3660000;0.76;1;1
"10kmE470N367";4700000;3670000;0.76;1;1
"10kmE470N368";4700000;3680000;0.7;0.999115837;2
"10kmE470N369";4700000;3690000;0.7;0.967567094;6
"10kmE470N370";4700000;3700000;0.76;0.905187421;3
"10kmE470N371";4700000;3710000;0.76;0.711413975;4
"10kmE470N372";4700000;3720000;0.74;0.412204811;6
"10kmE470N373";4700000;3730000;0.74;0.219663428;6
"10kmE470N374";4700000;3740000;0.74;0.120773171;2
"10kmE470N387";4700000;3870000;0.82;0.089948225;2
"10kmE470N388";4700000;3880000;0.62;0.05909919;2
"10kmE470N394";4700000;3940000;0.62;0.002905836;2
"10kmE470N396";4700000;3960000;0.82;0.23996701;2
"10kmE470N422";4700000;4220000;0.71;0.017768298;2
"10kmE470N423";4700000;4230000;0.71;0.028268894;2
"10kmE470N424";4700000;4240000;0.71;0.182436572;4
"10kmE470N425";4700000;4250000;0.71;0.104921546;4
"10kmE470N426";4700000;4260000;0.71;0.027413122;2
"10kmE470N427";4700000;4270000;0.71;0.390038882;4
"10kmE470N428";4700000;4280000;0.71;0.54140232;6
"10kmE470N429";4700000;4290000;0.71;0.359792196;4
"10kmE470N430";4700000;4300000;0.73;0.109829324;6
"10kmE470N431";4700000;4310000;0.73;0.330150179;3
"10kmE470N432";4700000;4320000;0.77;0.059802672;1
"10kmE470N433";4700000;4330000;0.77;0.105863199;3
"10kmE470N437";4700000;4370000;0.77;0.026893868;4
"10kmE470N438";4700000;4380000;0.77;0.257591981;6
"10kmE470N439";4700000;4390000;0.77;0.24140654;8
"10kmE471N366";4710000;3660000;0.76;1;1
"10kmE471N367";4710000;3670000;0.76;1;2
"10kmE471N368";4710000;3680000;0.7;0.806560678;4
"10kmE471N369";4710000;3690000;0.7;0.747501153;2
"10kmE471N370";4710000;3700000;0.76;0.798142454;3
"10kmE471N371";4710000;3710000;0.76;0.535944571;3
"10kmE471N372";4710000;3720000;0.74;0.670092374;4
"10kmE471N373";4710000;3730000;0.74;0.518051124;6
"10kmE471N374";4710000;3740000;0.74;0.01951148;6
"10kmE471N375";4710000;3750000;0.74;0.130376288;8
"10kmE471N376";4710000;3760000;0.74;0.050167795;8
"10kmE471N377";4710000;3770000;0.74;0.03451196;2
