"CellCode";"EofOrigin.x";"NofOrigin.x";"final_capacity";"total_indicators"
"10kmE264N199";2640000;1990000;0.15;0
"10kmE266N183";2660000;1830000;0.15;0
"10kmE276N225";2760000;2250000;0.15;0
"10kmE276N226";2760000;2260000;0.15;0
"10kmE298N344";2980000;3440000;0.21;0
"10kmE298N345";2980000;3450000;0.21;0
"10kmE299N344";2990000;3440000;0.21;0
"10kmE305N241";3050000;2410000;0.63;0
"10kmE305N333";3050000;3330000;0.54;0
"10kmE306N333";3060000;3330000;0.54;0
"10kmE307N240";3070000;2400000;0.63;0
"10kmE307N333";3070000;3330000;0.54;0
"10kmE309N363";3090000;3630000;0.21;0
"10kmE310N334";3100000;3340000;0.375;0
"10kmE311N334";3110000;3340000;0.375;0
"10kmE315N236";3150000;2360000;0.5925;0
"10kmE315N335";3150000;3350000;0.375;0
"10kmE316N335";3160000;3350000;0.375;0
"10kmE317N335";3170000;3350000;0.375;0
"10kmE319N313";3190000;3130000;0.54;0
"10kmE321N313";3210000;3130000;0.54;0
"10kmE322N313";3220000;3130000;0.54;0
"10kmE323N287";3230000;2870000;0.325;0
"10kmE323N289";3230000;2890000;0.5;0
"10kmE323N309";3230000;3090000;0.54;0
"10kmE324N387";3240000;3870000;0.21;0
"10kmE325N387";3250000;3870000;0.21;0
"10kmE326N315";3260000;3150000;0.54;0
"10kmE326N389";3260000;3890000;0.21;0
"10kmE326N390";3260000;3900000;0.21;0
"10kmE326N391";3260000;3910000;0.21;0
"10kmE326N392";3260000;3920000;0.21;0
"10kmE327N234";3270000;2340000;0.63;0
"10kmE327N328";3270000;3280000;0.54;0
"10kmE327N391";3270000;3910000;0.21;0
"10kmE327N393";3270000;3930000;0.21;0
"10kmE327N394";3270000;3940000;0.21;0
"10kmE327N395";3270000;3950000;0.21;0
"10kmE327N396";3270000;3960000;0.21;0
"10kmE327N397";3270000;3970000;0.21;0
"10kmE328N392";3280000;3920000;0.21;0
"10kmE328N393";3280000;3930000;0.21;0
"10kmE328N394";3280000;3940000;0.21;0
"10kmE328N395";3280000;3950000;0.21;0
"10kmE328N396";3280000;3960000;0.21;0
"10kmE328N397";3280000;3970000;0.21;0
"10kmE329N316";3290000;3160000;0.54;0
"10kmE329N375";3290000;3750000;0.21;0
"10kmE329N394";3290000;3940000;0.21;0
"10kmE329N395";3290000;3950000;0.21;0
"10kmE329N397";3290000;3970000;0.21;0
"10kmE329N398";3290000;3980000;0.21;0
"10kmE329N402";3290000;4020000;0.21;0
"10kmE329N403";3290000;4030000;0.21;0
"10kmE330N283";3300000;2830000;0.15;0
"10kmE330N318";3300000;3180000;0.54;0
"10kmE330N375";3300000;3750000;0.21;0
"10kmE330N376";3300000;3760000;0.21;0
"10kmE330N384";3300000;3840000;0.21;0
"10kmE330N385";3300000;3850000;0.21;0
"10kmE330N398";3300000;3980000;0.21;0
"10kmE330N399";3300000;3990000;0.21;0
"10kmE330N403";3300000;4030000;0.21;0
"10kmE331N380";3310000;3800000;0.21;0
"10kmE331N388";3310000;3880000;0.21;0
"10kmE331N398";3310000;3980000;0.21;0
"10kmE331N399";3310000;3990000;0.21;0
"10kmE331N400";3310000;4000000;0.21;0
"10kmE332N232";3320000;2320000;0.63;0
"10kmE332N277";3320000;2770000;0.15;0
"10kmE332N278";3320000;2780000;0.15;0
"10kmE332N279";3320000;2790000;0.15;0
"10kmE332N280";3320000;2800000;0.15;0
"10kmE332N398";3320000;3980000;0.21;0
"10kmE332N399";3320000;3990000;0.21;0
"10kmE332N401";3320000;4010000;0.21;0
"10kmE333N272";3330000;2720000;0.15;0
"10kmE333N310";3330000;3100000;0.5;0
"10kmE333N311";3330000;3110000;0.5;0
"10kmE333N321";3330000;3210000;0.54;0
"10kmE333N369";3330000;3690000;0.21;0
"10kmE333N382";3330000;3820000;0.21;0
"10kmE334N310";3340000;3100000;0.5;0
"10kmE334N340";3340000;3400000;0.21;0
"10kmE334N380";3340000;3800000;0.21;0
"10kmE335N346";3350000;3460000;0.21;0
"10kmE335N403";3350000;4030000;0.21;0
"10kmE336N264";3360000;2640000;0.15;0
"10kmE336N274";3360000;2740000;0.15;0
"10kmE336N275";3360000;2750000;0.15;0
"10kmE336N322";3360000;3220000;0.54;0
"10kmE336N385";3360000;3850000;0.21;0
"10kmE336N403";3360000;4030000;0.21;0
"10kmE337N270";3370000;2700000;0.15;0
"10kmE337N271";3370000;2710000;0.15;0
"10kmE337N272";3370000;2720000;0.15;0
"10kmE337N273";3370000;2730000;0.15;0
"10kmE337N322";3370000;3220000;0.54;0
"10kmE338N271";3380000;2710000;0.15;0
"10kmE338N272";3380000;2720000;0.15;0
"10kmE338N321";3380000;3210000;0.54;0
"10kmE338N322";3380000;3220000;0.54;0
"10kmE339N321";3390000;3210000;0.54;0
"10kmE339N322";3390000;3220000;0.54;0
"10kmE340N314";3400000;3140000;0.5;0
"10kmE340N322";3400000;3220000;0.54;0
"10kmE341N314";3410000;3140000;0.5;0
"10kmE341N322";3410000;3220000;0.54;0
"10kmE342N264";3420000;2640000;0.15;0
"10kmE346N407";3460000;4070000;0.285;0
"10kmE351N312";3510000;3120000;0.5;0
"10kmE352N309";3520000;3090000;0.5;0
"10kmE352N310";3520000;3100000;0.5;0
"10kmE352N311";3520000;3110000;0.5;0
"10kmE353N310";3530000;3100000;0.5;0
"10kmE358N407";3580000;4070000;0.36;0
"10kmE358N408";3580000;4080000;0.36;0
"10kmE359N405";3590000;4050000;0.36;0
"10kmE360N406";3600000;4060000;0.36;0
"10kmE361N407";3610000;4070000;0.36;0
"10kmE364N311";3640000;3110000;0.5;0
"10kmE364N312";3640000;3120000;0.5;0
"10kmE365N312";3650000;3120000;0.5;0
"10kmE366N312";3660000;3120000;0.5;0
"10kmE369N416";3690000;4160000;0.36;0
"10kmE369N417";3690000;4170000;0.36;0
"10kmE395N224";3950000;2240000;0.636666666666667;0
"10kmE402N222";4020000;2220000;0.79;0
"10kmE405N226";4050000;2260000;0.72;0
"10kmE416N177";4160000;1770000;0.75;0
"10kmE417N176";4170000;1760000;0.75;0
"10kmE420N370";4200000;3700000;0.39;0
"10kmE420N371";4200000;3710000;0.39;0
"10kmE420N372";4200000;3720000;0.39;0
"10kmE420N373";4200000;3730000;0.39;0
"10kmE420N374";4200000;3740000;0.39;0
"10kmE420N375";4200000;3750000;0.39;0
"10kmE421N375";4210000;3750000;0.39;0
"10kmE422N371";4220000;3710000;0.39;0
"10kmE422N376";4220000;3760000;0.39;0
"10kmE422N377";4220000;3770000;0.39;0
"10kmE423N377";4230000;3770000;0.39;0
"10kmE424N202";4240000;2020000;0.66;0
"10kmE424N203";4240000;2030000;0.66;0
"10kmE425N202";4250000;2020000;0.66;0
"10kmE427N204";4270000;2040000;0.645;0
"10kmE427N205";4270000;2050000;0.645;0
"10kmE427N221";4270000;2210000;0.68;0
"10kmE428N352";4280000;3520000;0.067760125062;0
"10kmE428N354";4280000;3540000;0.0963412012366665;0
"10kmE429N352";4290000;3520000;0.090369749512;0
"10kmE429N353";4290000;3530000;0.018013354912;0
"10kmE429N354";4290000;3540000;0.0792157444033332;0
"10kmE429N355";4290000;3550000;0.0780931359533332;0
"10kmE429N356";4290000;3560000;0.0948772254833331;0
"10kmE429N359";4290000;3590000;0.0210488115;0
"10kmE429N360";4290000;3600000;0.00325964719;0
"10kmE430N351";4300000;3510000;0.01264721941;0
"10kmE430N352";4300000;3520000;0.206042224575;0
"10kmE430N353";4300000;3530000;0.136558383665;0
"10kmE430N354";4300000;3540000;0.08266296168;0
"10kmE430N355";4300000;3550000;0.1158476878;0
"10kmE430N356";4300000;3560000;0.24797741709;0
"10kmE430N357";4300000;3570000;0.00593360781;0
"10kmE430N358";4300000;3580000;0.0443418266833333;0
"10kmE430N359";4300000;3590000;0.0577533752466666;0
"10kmE430N360";4300000;3600000;0.05205197272;0
"10kmE430N361";4300000;3610000;0.02031245106;0
"10kmE430N362";4300000;3620000;0.0271988312666666;0
"10kmE431N232";4310000;2320000;0.65;0
"10kmE431N348";4310000;3480000;0.12491693786;0
"10kmE431N351";4310000;3510000;0.0460421329666666;0
"10kmE431N352";4310000;3520000;0.162716352535;0
"10kmE431N353";4310000;3530000;0.09274724188;0
"10kmE431N354";4310000;3540000;0.05020464176;0
"10kmE431N355";4310000;3550000;0.12262337412;0
"10kmE431N356";4310000;3560000;0.12217338861;0
"10kmE431N357";4310000;3570000;0.00620710389;0
"10kmE431N358";4310000;3580000;0.03760815898;0
"10kmE431N360";4310000;3600000;0.03265665832;0
"10kmE431N361";4310000;3610000;0.04972807114;0
"10kmE431N362";4310000;3620000;0.0284622816133333;0
"10kmE431N364";4310000;3640000;0.01938294196;0
"10kmE432N218";4320000;2180000;0.62;0
"10kmE432N219";4320000;2190000;0.62;0
"10kmE432N348";4320000;3480000;0.156724842;0
"10kmE432N349";4320000;3490000;0.2906278305;0
"10kmE432N350";4320000;3500000;0.142034758366667;0
"10kmE432N351";4320000;3510000;0.20087821142;0
"10kmE432N352";4320000;3520000;0.147005532945;0
"10kmE432N353";4320000;3530000;0.04216454783;0
"10kmE432N354";4320000;3540000;0.06054328088;0
"10kmE432N355";4320000;3550000;0.17464525416;0
"10kmE432N361";4320000;3610000;0.0681387286499999;0
"10kmE432N362";4320000;3620000;0.05945360118;0
"10kmE432N363";4320000;3630000;0.01559460552;0
"10kmE433N347";4330000;3470000;0.05239013578;0
"10kmE433N348";4330000;3480000;0.116699028;0
"10kmE433N349";4330000;3490000;0.282530637;0
"10kmE433N350";4330000;3500000;0.318583205293334;0
"10kmE433N351";4330000;3510000;0.41020464178;0
"10kmE433N352";4330000;3520000;0.2812643450125;0
"10kmE433N353";4330000;3530000;0.1356946445975;0
"10kmE433N354";4330000;3540000;0.1265094852;0
"10kmE433N355";4330000;3550000;0.07817622306;0
"10kmE433N361";4330000;3610000;0.0737251971366666;0
"10kmE433N362";4330000;3620000;0.101898749972;0
"10kmE433N366";4330000;3660000;0.00507256305;0
"10kmE433N367";4330000;3670000;0.01175585825;0
"10kmE434N348";4340000;3480000;0.11164516328;0
"10kmE434N349";4340000;3490000;0.0508358312;0
"10kmE434N352";4340000;3520000;0.223607875985;0
"10kmE434N353";4340000;3530000;0.202686416245;0
"10kmE434N354";4340000;3540000;0.06539878187;0
"10kmE434N359";4340000;3590000;0.00210048740666666;0
"10kmE434N361";4340000;3610000;0.162195652584;0
"10kmE434N362";4340000;3620000;0.10637326518;0
"10kmE434N363";4340000;3630000;0.0011706695;0
"10kmE434N364";4340000;3640000;0.046991289845;0
"10kmE434N365";4340000;3650000;0.022559410205;0
"10kmE434N366";4340000;3660000;0.0581069757125;0
"10kmE434N367";4340000;3670000;0.01783226874;0
"10kmE434N368";4340000;3680000;0.014208159525;0
"10kmE434N384";4340000;3840000;0.3;0
"10kmE435N347";4350000;3470000;0.10120275816;0
"10kmE435N348";4350000;3480000;0.0587095096;0
"10kmE435N349";4350000;3490000;0.00580619984;0
"10kmE435N352";4350000;3520000;0.10401017429;0
"10kmE435N354";4350000;3540000;0.02052811721;0
"10kmE435N359";4350000;3590000;0.00202673037666666;0
"10kmE435N360";4350000;3600000;0.001112010606;0
"10kmE435N361";4350000;3610000;0.021077311374;0
"10kmE435N362";4350000;3620000;0.05195027942;0
"10kmE435N363";4350000;3630000;0.03014712376;0
"10kmE435N364";4350000;3640000;0.119751105645;0
"10kmE435N365";4350000;3650000;0.064924618385;0
"10kmE435N366";4350000;3660000;0.1017333756725;0
"10kmE435N367";4350000;3670000;0.0165628981375;0
"10kmE435N383";4350000;3830000;0.3;0
"10kmE436N346";4360000;3460000;0.150108089966667;0
"10kmE436N347";4360000;3470000;0.127998978133333;0
"10kmE436N350";4360000;3500000;0.25977234144;0
"10kmE436N351";4360000;3510000;0.17731485984;0
"10kmE436N352";4360000;3520000;0.07758719674;0
"10kmE436N359";4360000;3590000;0.0345911865;0
"10kmE436N360";4360000;3600000;0.0520979382966666;0
"10kmE436N361";4360000;3610000;0.178832749506666;0
"10kmE436N362";4360000;3620000;0.118857417026667;0
"10kmE436N363";4360000;3630000;0.12594855456;0
"10kmE436N364";4360000;3640000;0.05653488542;0
"10kmE436N365";4360000;3650000;0.02622788948;0
"10kmE436N366";4360000;3660000;0.13625525613;0
"10kmE436N383";4360000;3830000;0.3;0
"10kmE436N384";4360000;3840000;0.3;0
"10kmE437N343";4370000;3430000;0.15964172115;0
"10kmE437N344";4370000;3440000;0.051595094475;0
"10kmE437N346";4370000;3460000;0.0944560768999999;0
"10kmE437N347";4370000;3470000;0.137357341933333;0
"10kmE437N350";4370000;3500000;0.22847471808;0
"10kmE437N351";4370000;3510000;0.1286387568;0
"10kmE437N352";4370000;3520000;0.10074868986;0
"10kmE437N353";4370000;3530000;0.1313017974;0
"10kmE437N354";4370000;3540000;1.95965e-05;0
"10kmE437N355";4370000;3550000;0.00648648308;0
"10kmE437N356";4370000;3560000;0.02159916759;0
"10kmE437N357";4370000;3570000;0.093809571255;0
"10kmE437N358";4370000;3580000;0.25767874575;0
"10kmE437N359";4370000;3590000;0.200540035125;0
"10kmE437N360";4370000;3600000;0.125950296426667;0
"10kmE437N361";4370000;3610000;0.114244352243333;0
"10kmE437N362";4370000;3620000;0.0650757845199999;0
"10kmE437N363";4370000;3630000;0.16836924774;0
"10kmE437N364";4370000;3640000;0.04236773762;0
"10kmE437N365";4370000;3650000;0.03911833692;0
"10kmE437N366";4370000;3660000;0.09591200199;0
"10kmE438N343";4380000;3430000;0.22709692368;0
"10kmE438N344";4380000;3440000;0.18939240189;0
"10kmE438N345";4380000;3450000;0.094622166565;0
"10kmE438N347";4380000;3470000;0.04475260892;0
"10kmE438N349";4380000;3490000;0.0809692704566667;0
"10kmE438N353";4380000;3530000;0.01545861131;0
"10kmE438N354";4380000;3540000;0.14755321204;0
"10kmE438N355";4380000;3550000;0.13906917388;0
"10kmE438N356";4380000;3560000;0.0972519405866666;0
"10kmE438N357";4380000;3570000;0.228223872373333;0
"10kmE438N358";4380000;3580000;0.184718077133333;0
"10kmE438N359";4380000;3590000;0.225340184046666;0
"10kmE438N360";4380000;3600000;0.04638836772;0
"10kmE438N361";4380000;3610000;0.0026074674;0
"10kmE438N362";4380000;3620000;0.0270576046;0
"10kmE438N363";4380000;3630000;0.06657850046;0
"10kmE438N364";4380000;3640000;0.05021434314;0
"10kmE438N365";4380000;3650000;0.11488434009;0
"10kmE439N343";4390000;3430000;0.20320634428;0
"10kmE439N344";4390000;3440000;0.267859890555;0
"10kmE439N345";4390000;3450000;0.117610127705;0
"10kmE439N346";4390000;3460000;0.0659043365166667;0
"10kmE439N347";4390000;3470000;0.00885576930666667;0
"10kmE439N349";4390000;3490000;0.291247469426667;0
"10kmE439N356";4390000;3560000;0.04207321758;0
"10kmE439N357";4390000;3570000;0.0795857680666666;0
"10kmE439N358";4390000;3580000;0.000974640273333332;0
"10kmE439N362";4390000;3620000;0.00121268174;0
"10kmE439N363";4390000;3630000;0.024410878;0
"10kmE439N364";4390000;3640000;0.03837741375;0
"10kmE439N365";4390000;3650000;0.00861500991;0
"10kmE440N343";4400000;3430000;0.13805068749;0
"10kmE440N344";4400000;3440000;0.25899362379;0
"10kmE440N345";4400000;3450000;0.22460141635;0
"10kmE440N346";4400000;3460000;0.245721182495;0
"10kmE440N347";4400000;3470000;0.062882757055;0
"10kmE440N348";4400000;3480000;0.26526898678;0
"10kmE440N349";4400000;3490000;0.62026891199;0
"10kmE440N350";4400000;3500000;0.10622727422;0
"10kmE440N355";4400000;3550000;0.01871888508;0
"10kmE440N356";4400000;3560000;0.0546412239599999;0
"10kmE440N363";4400000;3630000;0.01424125599;0
"10kmE440N364";4400000;3640000;0.04100934513;0
"10kmE441N344";4410000;3440000;0.09771100748;0
"10kmE441N345";4410000;3450000;0.3449316305;0
"10kmE441N346";4410000;3460000;0.47272717811;0
"10kmE441N347";4410000;3470000;0.475385184;0
"10kmE441N348";4410000;3480000;0.63489820709;0
"10kmE441N349";4410000;3490000;0.412379095765;0
"10kmE442N344";4420000;3440000;0.03517398459;0
"10kmE442N345";4420000;3450000;0.242141365945;0
"10kmE442N348";4420000;3480000;0.72999999927;0
"10kmE442N349";4420000;3490000;0.12323707649;0
"10kmE442N387";4420000;3870000;0.7;0
"10kmE443N345";4430000;3450000;0.271787453735;0
"10kmE443N348";4430000;3480000;0.6479186248;0
"10kmE443N349";4430000;3490000;0.00264324313;0
"10kmE444N345";4440000;3450000;0.2025961646;0
"10kmE444N348";4440000;3480000;0.49379960439;0
"10kmE445N345";4450000;3450000;0.0582063464;0
"10kmE445N348";4450000;3480000;0.449294679825;0
"10kmE445N349";4450000;3490000;0.039594780555;0
"10kmE445N350";4450000;3500000;0.00634309111333333;0
"10kmE446N346";4460000;3460000;0.03180361758;0
"10kmE446N347";4460000;3470000;0.33385087974;0
"10kmE446N352";4460000;3520000;0.1712770595;0
"10kmE446N353";4460000;3530000;0.03234767;0
"10kmE447N347";4470000;3470000;0.00053207287;0
"10kmE447N352";4470000;3520000;0.495091141;0
"10kmE447N353";4470000;3530000;0.3675885355;0
"10kmE447N356";4470000;3560000;0.000765612;0
"10kmE447N357";4470000;3570000;0.04447406835;0
"10kmE447N358";4470000;3580000;0.00901402726;0
"10kmE447N367";4470000;3670000;0.86;0
"10kmE448N349";4480000;3490000;0.00488238672666667;0
"10kmE448N352";4480000;3520000;0.3266301665;0
"10kmE448N353";4480000;3530000;0.259031763;0
"10kmE448N354";4480000;3540000;0.21162425011;0
"10kmE448N355";4480000;3550000;0.243347167245;0
"10kmE448N356";4480000;3560000;0.31483688932;0
"10kmE448N357";4480000;3570000;0.40984140872;0
"10kmE448N358";4480000;3580000;0.24399263768;0
"10kmE449N349";4490000;3490000;0.0644264366933334;0
"10kmE449N352";4490000;3520000;0.3275878925;0
"10kmE449N353";4490000;3530000;0.494477507;0
"10kmE449N354";4490000;3540000;0.455;0
"10kmE449N355";4490000;3550000;0.455;0
"10kmE449N356";4490000;3560000;0.41;0
"10kmE449N357";4490000;3570000;0.24508958024;0
"10kmE449N358";4490000;3580000;0.00066826364;0
"10kmE449N369";4490000;3690000;0.86;0
"10kmE449N371";4490000;3710000;0.86;0
"10kmE449N372";4490000;3720000;0.86;0
"10kmE450N349";4500000;3490000;0.0022945404;0
"10kmE450N350";4500000;3500000;0.0111095274;0
"10kmE450N351";4500000;3510000;0.1319884334;0
"10kmE450N358";4500000;3580000;0.01199822544;0
"10kmE451N350";4510000;3500000;0.0482370286;0
"10kmE451N351";4510000;3510000;0.1957016306;0
"10kmE451N358";4510000;3580000;0.42433521552;0
"10kmE452N166";4520000;1660000;0.85;0
"10kmE452N350";4520000;3500000;0.0942773312;0
"10kmE452N351";4520000;3510000;0.37474093148;0
"10kmE452N358";4520000;3580000;0.3186621648;0
"10kmE452N512";4520000;5120000;0.51;0
"10kmE453N351";4530000;3510000;0.32208519864;0
"10kmE453N358";4530000;3580000;0.25231414464;0
"10kmE453N512";4530000;5120000;0.35;0
"10kmE453N513";4530000;5130000;0.51;0
"10kmE454N350";4540000;3500000;0.1856273056;0
"10kmE454N351";4540000;3510000;0.34564410232;0
"10kmE454N358";4540000;3580000;0.51406559136;0
"10kmE454N359";4540000;3590000;0.0003338712;0
"10kmE455N346";4550000;3460000;0.00110505829;0
"10kmE455N347";4550000;3470000;0.00090922339;0
"10kmE455N348";4550000;3480000;0.1700478393375;0
"10kmE455N349";4550000;3490000;0.1791919705875;0
"10kmE455N350";4550000;3500000;0.35593889408;0
"10kmE455N351";4550000;3510000;0.44;0
"10kmE455N358";4550000;3580000;0.71886335472;0
"10kmE455N359";4550000;3590000;0.23553365112;0
"10kmE456N347";4560000;3470000;0.07407365979;0
"10kmE456N348";4560000;3480000;0.3226975498;0
"10kmE456N349";4560000;3490000;0.35204268233;0
"10kmE456N350";4560000;3500000;0.35897549221;0
"10kmE456N351";4560000;3510000;0.37;0
"10kmE456N358";4560000;3580000;0.67536255096;0
"10kmE456N359";4560000;3590000;0.20245666032;0
"10kmE457N345";4570000;3450000;0.107033854;0
"10kmE457N346";4570000;3460000;0.02955121611;0
"10kmE457N347";4570000;3470000;0.3684145842;0
"10kmE457N348";4570000;3480000;0.36999999963;0
"10kmE457N349";4570000;3490000;0.37;0
"10kmE457N350";4570000;3500000;0.37;0
"10kmE457N351";4570000;3510000;0.37000000037;0
"10kmE457N358";4570000;3580000;0.64784749176;0
"10kmE457N359";4570000;3590000;0.17406715392;0
"10kmE458N344";4580000;3440000;0.11775396052;0
"10kmE458N345";4580000;3450000;0.33587865702;0
"10kmE458N358";4580000;3580000;0.44451372456;0
"10kmE458N362";4580000;3620000;0.09766667664;0
"10kmE458N363";4580000;3630000;0.16371285552;0
"10kmE458N517";4580000;5170000;0.35;0
"10kmE459N343";4590000;3430000;0.1522388811;0
"10kmE459N344";4590000;3440000;0.32544390334;0
"10kmE459N345";4590000;3450000;0.34;0
"10kmE459N358";4590000;3580000;0.37945692792;0
"10kmE459N359";4590000;3590000;0.5003508348;0
"10kmE459N360";4590000;3600000;0.34651842624;0
"10kmE459N361";4590000;3610000;0.30441304944;0
"10kmE459N362";4590000;3620000;0.50627376072;0
"10kmE459N363";4590000;3630000;0.58232757744;0
"10kmE459N364";4590000;3640000;0.00174519936;0
"10kmE459N517";4590000;5170000;0.35;0
"10kmE460N343";4600000;3430000;0.2472984624;0
"10kmE460N364";4600000;3640000;0.23181792264;0
"10kmE460N365";4600000;3650000;0.05977758744;0
"10kmE460N366";4600000;3660000;0.0024129886;0
"10kmE460N517";4600000;5170000;0.36;0
"10kmE460N518";4600000;5180000;0.36;0
"10kmE461N343";4610000;3430000;0.2612234436;0
"10kmE461N364";4610000;3640000;0.708750864;0
"10kmE461N365";4610000;3650000;0.69730946784;0
"10kmE461N366";4610000;3660000;0.186808138;0
"10kmE461N521";4610000;5210000;0.356666666666667;0
"10kmE462N366";4620000;3660000;0.600625437866666;0
"10kmE462N367";4620000;3670000;0.555161386266666;0
"10kmE462N368";4620000;3680000;0.05983768686;0
"10kmE462N522";4620000;5220000;0.36;0
"10kmE463N366";4630000;3660000;0.733333333333333;0
"10kmE463N367";4630000;3670000;0.672661761933333;0
"10kmE463N368";4630000;3680000;0.13579256558;0
"10kmE464N366";4640000;3660000;0.74;0
"10kmE464N367";4640000;3670000;0.64612564388;0
"10kmE464N368";4640000;3680000;0.031037154;0
"10kmE465N366";4650000;3660000;0.74;0
"10kmE465N367";4650000;3670000;0.56115598378;0
"10kmE466N366";4660000;3660000;0.74;0
"10kmE466N367";4660000;3670000;0.43822590876;0
"10kmE466N368";4660000;3680000;0.0018233748;0
"10kmE467N366";4670000;3660000;0.7180077476;0
"10kmE467N367";4670000;3670000;0.47464759062;0
"10kmE467N368";4670000;3680000;0.01326105974;0
"10kmE468N366";4680000;3660000;0.67631489774;0
"10kmE468N367";4680000;3670000;0.17359348312;0
"10kmE468N396";4680000;3960000;0.23079631874;0
"10kmE469N366";4690000;3660000;0.74;0
"10kmE469N367";4690000;3670000;0.69918133064;0
"10kmE469N368";4690000;3680000;0.32106859076;0
"10kmE469N369";4690000;3690000;0.03002575974;0
"10kmE469N370";4690000;3700000;0.04995750712;0
"10kmE469N371";4690000;3710000;0.18288017788;0
"10kmE469N372";4690000;3720000;0.11717627408;0
"10kmE469N394";4690000;3940000;0.0134257704;0
"10kmE469N396";4690000;3960000;0.31176229792;0
"10kmE469N429";4690000;4290000;0.00361174231;0
"10kmE470N365";4700000;3650000;0.68494434484;0
"10kmE470N366";4700000;3660000;0.76;0
"10kmE470N367";4700000;3670000;0.76;0
"10kmE470N368";4700000;3680000;0.6993810859;0
"10kmE470N369";4700000;3690000;0.6772969658;0
"10kmE470N370";4700000;3700000;0.68794243996;0
"10kmE470N371";4700000;3710000;0.540674621;0
"10kmE470N372";4700000;3720000;0.30503156014;0
"10kmE470N373";4700000;3730000;0.16255093672;0
"10kmE470N374";4700000;3740000;0.08937214654;0
"10kmE470N387";4700000;3870000;0.0737575445;0
"10kmE470N388";4700000;3880000;0.0366414978;0
"10kmE470N394";4700000;3940000;0.00180161832;0
"10kmE470N396";4700000;3960000;0.1967729482;0
"10kmE470N422";4700000;4220000;0.01261549158;0
"10kmE470N423";4700000;4230000;0.02007091474;0
"10kmE470N424";4700000;4240000;0.12952996612;0
"10kmE470N425";4700000;4250000;0.07449429766;0
"10kmE470N426";4700000;4260000;0.01946331662;0
"10kmE470N427";4700000;4270000;0.27692760622;0
"10kmE470N428";4700000;4280000;0.3843956472;0
"10kmE470N429";4700000;4290000;0.25545245916;0
"10kmE470N430";4700000;4300000;0.08017540652;0
"10kmE470N431";4700000;4310000;0.24100963067;0
"10kmE470N432";4700000;4320000;0.04604805744;0
"10kmE470N433";4700000;4330000;0.08151466323;0
"10kmE470N437";4700000;4370000;0.02070827836;0
"10kmE470N438";4700000;4380000;0.19834582537;0
"10kmE470N439";4700000;4390000;0.1858830358;0
"10kmE471N364";4710000;3640000;0.30298244664;0
"10kmE471N365";4710000;3650000;0.748090382;0
"10kmE471N366";4710000;3660000;0.76;0
"10kmE471N367";4710000;3670000;0.76;0
"10kmE471N368";4710000;3680000;0.5645924746;0
"10kmE471N369";4710000;3690000;0.5232508071;0
"10kmE471N370";4710000;3700000;0.60658826504;0
"10kmE471N371";4710000;3710000;0.40731787396;0
"10kmE471N372";4710000;3720000;0.49586835676;0
"10kmE471N373";4710000;3730000;0.38335783176;0
"10kmE471N374";4710000;3740000;0.0144384952;0
"10kmE471N375";4710000;3750000;0.09647845312;0
"10kmE471N376";4710000;3760000;0.0371241683;0
"10kmE471N377";4710000;3770000;0.0255388504;0
"10kmE471N378";4710000;3780000;0.0079125351;0
"10kmE471N379";4710000;3790000;0.03777216262;0
"10kmE471N380";4710000;3800000;0.08696287008;0
"10kmE471N381";4710000;3810000;0.05046297392;0
"10kmE471N382";4710000;3820000;0.00126163576;0
"10kmE471N384";4710000;3840000;0.10482605874;0
"10kmE471N385";4710000;3850000;0.02368712516;0
"10kmE471N386";4710000;3860000;0.003834238;0
"10kmE471N387";4710000;3870000;0.12754121002;0
"10kmE471N388";4710000;3880000;0.0889711036;0
"10kmE471N389";4710000;3890000;0.00880541422;0
"10kmE471N390";4710000;3900000;0.00191671264;0
"10kmE471N391";4710000;3910000;0.01297419068;0
"10kmE471N392";4710000;3920000;0.07639598274;0
"10kmE471N393";4710000;3930000;0.06512038374;0
"10kmE471N394";4710000;3940000;0.10627582502;0
"10kmE471N396";4710000;3960000;0.33789348286;0
"10kmE471N419";4710000;4190000;0.1859374668;0
"10kmE471N420";4710000;4200000;0.14018754253;0
"10kmE471N421";4710000;4210000;0.0477617923;0
"10kmE471N422";4710000;4220000;0.33036737147;0
"10kmE471N423";4710000;4230000;0.29902192085;0
"10kmE471N424";4710000;4240000;0.40238586576;0
"10kmE471N425";4710000;4250000;0.40833425286;0
"10kmE471N426";4710000;4260000;0.38442871332;0
"10kmE471N427";4710000;4270000;0.66266455205;0
"10kmE471N428";4710000;4280000;0.69714006394;0
"10kmE471N429";4710000;4290000;0.4970313039;0
"10kmE471N430";4710000;4300000;0.32496404498;0
"10kmE471N431";4710000;4310000;0.34137695472;0
"10kmE471N432";4710000;4320000;0.55293024248;0
"10kmE471N433";4710000;4330000;0.59356510675;0
"10kmE471N434";4710000;4340000;0.45050418105;0
"10kmE471N435";4710000;4350000;0.39582691302;0
"10kmE471N436";4710000;4360000;0.28057447418;0
"10kmE471N437";4710000;4370000;0.47220513032;0
"10kmE471N438";4710000;4380000;0.52236405298;0
"10kmE471N439";4710000;4390000;0.26437091219;0
"10kmE471N445";4710000;4450000;0.05723097457;0
"10kmE471N530";4710000;5300000;0.552261904761905;0
"10kmE472N362";4720000;3620000;0.10023192512;0
