FID_1;x_etrs;y_etrs;Baleen_wha;breed_bird;Baleen_w_1;breed_bi_1;Coastal;deeptooth;FishSpec;deeptooth_;FishSpec_D;Offshore;Saltmarsh;Seagrass;Seal;Seamounts;Smalltooth;Turtles;Smalltoo_1;Turtles_D;Cold_coral;Abyssal;CircaCS;CircaMS;CircaMud;CiOrOffMd;CircaRBR;CircaSand;InfraCS;InfraMS;InfraMud;InfraRBR;InfraSand;Na;OffCiCS;OffCiMS;OffCiCS_D;OffCiMS_D;OffCiMud;OffCiRBR;OffCiMud_D;OffCiRBR_D;OffCiSand;Bathy;Region;FID_2;CellCode;EofOrigin;NofOrigin
484;4585000;3455000;0.00000000000;0.28000000000;0.00000000000;0.28000000000;1;0.00000000000;0.11447800000;0.00000000000;0.11447800000;0;0;0;1.00000000000;0;0.12500000000;0.00000000000;0.12500000000;0.00000000000;0.00000000000;0;0.099882458;0;0.040677878;0;0;0.847318067;0.000850401;0;0.005678103;0;0.005593092;0;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;231458;10kmE458N345;4580000;3450000
49;4325000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;1;0.50000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232272;10kmE432N346;4320000;3460000
64;4335000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;1;0.50000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232273;10kmE433N346;4330000;3460000
121;4365000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0.12932482;0;0.126136657;0;0;0.055106985;0.15070062;0;0.06349275;0;0.472786334;0.002451834;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232276;10kmE436N346;4360000;3460000
143;4375000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;0.50000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0.060225708;0;0.090811;0;0;0.044389658;0.193117131;0;0.179371881;0;0.423022503;0.009062119;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232277;10kmE437N346;4370000;3460000
190;4395000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;1.00000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0.035429312;0;0.028602492;0;0;0.068661491;0.308101054;0.019794754;0.049050926;0;0.489761247;0.000598723;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232279;10kmE439N346;4390000;3460000
214;4405000;3465000;0.00000000000;0.32000000000;0.00000000000;0.32000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;1.00000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0.028664287;0;0.447247945;0;0;0.010664367;0.027741175;0;0.373438915;0;0.091358989;0;0;0;0.00000000000;0.00000000000;0.020884321;0;0.02088432100;0.00000000000;0;0;;232280;10kmE440N346;4400000;3460000
232;4415000;3465000;0.00000000000;0.04000000000;0.00000000000;0.04000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;1.00000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0;0;0.936093422;0;0;0;0;0;0.063906578;0;0;0;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232281;10kmE441N346;4410000;3460000
247;4425000;3465000;0.00000000000;0.04000000000;0.00000000000;0.04000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;1.00000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.00000000000;0.00000000000;0;0;0.00000000000;0.00000000000;0;0;;232282;10kmE442N346;4420000;3460000
259;4435000;3465000;0.00000000000;0.04000000000;0.00000000000;0.04000000000;1;0.00000000000;0.23400700000;0.00000000000;0.23400700000;0;0;0;1.00000000000;0;0.25000000000;0.00000000000;0.25000000000;0.00000000000;0.00000000000;0;0;0;0.947920805;0;0;0.039030725;0;0;0;0;0;0;0;0;0.00000000000;0.00000000000;0.01304847;0;0.01304847000;0.00000000000;0;0;;232283;10kmE443N346;4430000;3460000
